sample	samples	ENSG00000262814.6	_primary_site
GTEX-11DXY-0008-SM-5QGR4	GTEX-11DXY-0008-SM-5QGR4	5.221	Skin
GTEX-X15G-2526-SM-4PQZT	GTEX-X15G-2526-SM-4PQZT	5.22	Nerve
GTEX-Y8E4-2226-SM-5LU94	GTEX-Y8E4-2226-SM-5LU94	5.22	Testis
GTEX-SUCS-0926-SM-4DM4Z	GTEX-SUCS-0926-SM-4DM4Z	5.22	Stomach
GTEX-X261-0626-SM-3NMD9	GTEX-X261-0626-SM-3NMD9	5.22	Breast
GTEX-13OVL-0011-R10a-SM-5L3GS	GTEX-13OVL-0011-R10a-SM-5L3GS	5.219	Brain
GTEX-1192X-0226-SM-5H12D	GTEX-1192X-0226-SM-5H12D	5.219	Skin
GTEX-13D11-2626-SM-5IJDB	GTEX-13D11-2626-SM-5IJDB	5.218	Nerve
GTEX-S4Q7-1026-SM-4AD75	GTEX-S4Q7-1026-SM-4AD75	5.218	Prostate
GTEX-S4Q7-0526-SM-4AD5N	GTEX-S4Q7-0526-SM-4AD5N	5.218	Esophagus
GTEX-12ZZY-0011-R5a-SM-5EGL9	GTEX-12ZZY-0011-R5a-SM-5EGL9	5.218	Brain
GTEX-13OVJ-0011-R1b-SM-5L3I6	GTEX-13OVJ-0011-R1b-SM-5L3I6	5.218	Brain
GTEX-13SLX-0011-R8b-SM-5PNWZ	GTEX-13SLX-0011-R8b-SM-5PNWZ	5.218	Brain
GTEX-R53T-1826-SM-3GIJX	GTEX-R53T-1826-SM-3GIJX	5.218	Muscle
GTEX-13FH7-2226-SM-5IJD4	GTEX-13FH7-2226-SM-5IJD4	5.218	Adipose Tissue
GTEX-131YS-2926-SM-5EGKI	GTEX-131YS-2926-SM-5EGKI	5.217	Colon
GTEX-VJYA-0626-SM-4KL1S	GTEX-VJYA-0626-SM-4KL1S	5.217	Esophagus
GTEX-ZYY3-0826-SM-5E44R	GTEX-ZYY3-0826-SM-5E44R	5.217	Pancreas
GTEX-1192W-3026-SM-5GZZV	GTEX-1192W-3026-SM-5GZZV	5.216	Pituitary
GTEX-11NV4-2326-SM-5BC4X	GTEX-11NV4-2326-SM-5BC4X	5.216	Pituitary
GTEX-Q2AH-1526-SM-48TZG	GTEX-Q2AH-1526-SM-48TZG	5.216	Testis
GTEX-11DXX-1926-SM-5EGJK	GTEX-11DXX-1926-SM-5EGJK	5.216	Colon
GTEX-ZTPG-0008-SM-4YCEK	GTEX-ZTPG-0008-SM-4YCEK	5.216	Skin
GTEX-13FHO-0826-SM-5L3E8	GTEX-13FHO-0826-SM-5L3E8	5.216	Breast
GTEX-13FLV-0011-R4a-SM-5LZYU	GTEX-13FLV-0011-R4a-SM-5LZYU	5.215	Brain
GTEX-13OVI-2726-SM-5KM56	GTEX-13OVI-2726-SM-5KM56	5.215	Skin
GTEX-WY7C-2126-SM-3NB2R	GTEX-WY7C-2126-SM-3NB2R	5.215	Skin
GTEX-WXYG-2226-SM-4E3IM	GTEX-WXYG-2226-SM-4E3IM	5.215	Breast
GTEX-ZLFU-1826-SM-4WWBV	GTEX-ZLFU-1826-SM-4WWBV	5.214	Skin
GTEX-SIU7-0226-SM-4BRX2	GTEX-SIU7-0226-SM-4BRX2	5.214	Blood Vessel
GTEX-139UC-3126-SM-5J1OY	GTEX-139UC-3126-SM-5J1OY	5.213	Brain
GTEX-13N2G-0011-R1b-SM-5MR3G	GTEX-13N2G-0011-R1b-SM-5MR3G	5.213	Brain
GTEX-ZAB4-0011-R8b-SM-4SOKF	GTEX-ZAB4-0011-R8b-SM-4SOKF	5.213	Brain
GTEX-WOFM-1326-SM-3MJFR	GTEX-WOFM-1326-SM-3MJFR	5.213	Muscle
GTEX-ZPCL-2026-SM-57WFD	GTEX-ZPCL-2026-SM-57WFD	5.213	Muscle
GTEX-ZVE1-0008-SM-51MS9	GTEX-ZVE1-0008-SM-51MS9	5.212	Skin
GTEX-13D11-2526-SM-5KM28	GTEX-13D11-2526-SM-5KM28	5.212	Muscle
GTEX-REY6-0126-SM-48FDT	GTEX-REY6-0126-SM-48FDT	5.211	Testis
GTEX-XXEK-0426-SM-4BRVW	GTEX-XXEK-0426-SM-4BRVW	5.211	Esophagus
GTEX-131YS-3126-SM-5KLYT	GTEX-131YS-3126-SM-5KLYT	5.211	Brain
GTEX-13X6K-0011-R5b-SM-5PNUE	GTEX-13X6K-0011-R5b-SM-5PNUE	5.211	Brain
GTEX-Z93S-0011-R3b-SM-4RGNH	GTEX-Z93S-0011-R3b-SM-4RGNH	5.211	Brain
GTEX-11TUW-2026-SM-5EQL8	GTEX-11TUW-2026-SM-5EQL8	5.21	Colon
GTEX-1313W-0011-R3a-SM-5EGLI	GTEX-1313W-0011-R3a-SM-5EGLI	5.21	Brain
GTEX-XLM4-0011-R10A-SM-4AT5P	GTEX-XLM4-0011-R10A-SM-4AT5P	5.21	Brain
GTEX-ZF28-3026-SM-4WKHP	GTEX-ZF28-3026-SM-4WKHP	5.21	Brain
GTEX-1122O-0226-SM-5N9DA	GTEX-1122O-0226-SM-5N9DA	5.209	Thyroid
GTEX-13O3Q-0011-R8b-SM-5KM2J	GTEX-13O3Q-0011-R8b-SM-5KM2J	5.209	Brain
GTEX-Y8DK-0011-R3A-SM-4RTW5	GTEX-Y8DK-0011-R3A-SM-4RTW5	5.209	Brain
GTEX-OOBK-0126-SM-2YUND	GTEX-OOBK-0126-SM-2YUND	5.209	Skin
GTEX-13S86-1126-SM-5RQJX	GTEX-13S86-1126-SM-5RQJX	5.208	Thyroid
GTEX-13N1W-0011-R3a-SM-5MR5E	GTEX-13N1W-0011-R3a-SM-5MR5E	5.208	Brain
GTEX-X4EP-0011-R7B-SM-4PQZW	GTEX-X4EP-0011-R7B-SM-4PQZW	5.208	Brain
GTEX-11O72-0008-SM-5Q5DN	GTEX-11O72-0008-SM-5Q5DN	5.208	Skin
GTEX-X62O-0126-SM-4E3JN	GTEX-X62O-0126-SM-4E3JN	5.208	Skin
GTEX-13CF3-1826-SM-5J1NK	GTEX-13CF3-1826-SM-5J1NK	5.208	Muscle
GTEX-12WSL-2426-SM-5GCN7	GTEX-12WSL-2426-SM-5GCN7	5.208	Adipose Tissue
GTEX-11EQ9-1726-SM-5HL6U	GTEX-11EQ9-1726-SM-5HL6U	5.207	Prostate
GTEX-117YW-2026-SM-5N9BH	GTEX-117YW-2026-SM-5N9BH	5.207	Esophagus
GTEX-131XH-0011-R4b-SM-5DUWB	GTEX-131XH-0011-R4b-SM-5DUWB	5.207	Brain
GTEX-S32W-1126-SM-4AD5V	GTEX-S32W-1126-SM-4AD5V	5.206	Bladder
GTEX-X585-3126-SM-4QASH	GTEX-X585-3126-SM-4QASH	5.206	Pituitary
GTEX-ZLV1-0826-SM-4WWEQ	GTEX-ZLV1-0826-SM-4WWEQ	5.206	Stomach
GTEX-QVJO-1926-SM-2S1QZ	GTEX-QVJO-1926-SM-2S1QZ	5.206	Heart
GTEX-12WSL-2526-SM-5GCNJ	GTEX-12WSL-2526-SM-5GCNJ	5.205	Skin
GTEX-WZTO-0008-SM-4PQZZ	GTEX-WZTO-0008-SM-4PQZZ	5.205	Skin
GTEX-YEC3-1026-SM-5IFI5	GTEX-YEC3-1026-SM-5IFI5	5.205	Breast
GTEX-YF7O-2026-SM-4W1YE	GTEX-YF7O-2026-SM-4W1YE	5.204	Testis
GTEX-12WSF-0011-R1a-SM-5DUVI	GTEX-12WSF-0011-R1a-SM-5DUVI	5.204	Brain
GTEX-13OVH-3026-SM-5MR4N	GTEX-13OVH-3026-SM-5MR4N	5.204	Brain
GTEX-11I78-0008-SM-5Q5DI	GTEX-11I78-0008-SM-5Q5DI	5.204	Skin
GTEX-ZAK1-0126-SM-5IJD3	GTEX-ZAK1-0126-SM-5IJD3	5.204	Skin
GTEX-11EI6-2226-SM-5EGJM	GTEX-11EI6-2226-SM-5EGJM	5.203	Testis
GTEX-XQ3S-2526-SM-4BOOG	GTEX-XQ3S-2526-SM-4BOOG	5.203	Prostate
GTEX-Y8LW-1026-SM-5IFJY	GTEX-Y8LW-1026-SM-5IFJY	5.203	Pancreas
GTEX-XBED-1326-SM-4AT4F	GTEX-XBED-1326-SM-4AT4F	5.203	Adipose Tissue
GTEX-YB5K-2226-SM-4WWG1	GTEX-YB5K-2226-SM-4WWG1	5.203	Adipose Tissue
GTEX-XMK1-1026-SM-4B65H	GTEX-XMK1-1026-SM-4B65H	5.202	Prostate
GTEX-13OW6-2226-SM-5N9FL	GTEX-13OW6-2226-SM-5N9FL	5.202	Colon
GTEX-12ZZW-2926-SM-5LZUP	GTEX-12ZZW-2926-SM-5LZUP	5.202	Brain
GTEX-13NYB-0011-R6b-SM-5MR51	GTEX-13NYB-0011-R6b-SM-5MR51	5.202	Brain
GTEX-ZAK1-3026-SM-5S2MJ	GTEX-ZAK1-3026-SM-5S2MJ	5.202	Brain
GTEX-WI4N-1026-SM-3LK7N	GTEX-WI4N-1026-SM-3LK7N	5.202	Skin
GTEX-QEL4-2126-SM-447AE	GTEX-QEL4-2126-SM-447AE	5.202	Breast
GTEX-QMRM-1626-SM-4R1KV	GTEX-QMRM-1626-SM-4R1KV	5.202	Breast
GTEX-1314G-1726-SM-5LZUX	GTEX-1314G-1726-SM-5LZUX	5.202	Muscle
GTEX-VUSG-2426-SM-4KKZG	GTEX-VUSG-2426-SM-4KKZG	5.202	Adipose Tissue
GTEX-145MH-2326-SM-5O9AW	GTEX-145MH-2326-SM-5O9AW	5.201	Testis
GTEX-XQ3S-2726-SM-4BOP2	GTEX-XQ3S-2726-SM-4BOP2	5.201	Testis
GTEX-SE5C-0726-SM-4BRWY	GTEX-SE5C-0726-SM-4BRWY	5.201	Thyroid
GTEX-XV7Q-0326-SM-4BRVM	GTEX-XV7Q-0326-SM-4BRVM	5.201	Thyroid
GTEX-N7MT-0011-R10A-SM-2I3E1	GTEX-N7MT-0011-R10A-SM-2I3E1	5.201	Brain
GTEX-13X6K-0626-SM-5LU5D	GTEX-13X6K-0626-SM-5LU5D	5.201	Skin
GTEX-Q2AH-1726-SM-3NB2B	GTEX-Q2AH-1726-SM-3NB2B	5.201	Adipose Tissue
GTEX-S32W-0326-SM-2XCBI	GTEX-S32W-0326-SM-2XCBI	5.2	Lung
GTEX-13OW6-0426-SM-5L3HM	GTEX-13OW6-0426-SM-5L3HM	5.2	Skin
GTEX-WFG8-0926-SM-3GIKJ	GTEX-WFG8-0926-SM-3GIKJ	5.199	Lung
GTEX-12696-2926-SM-5FQTG	GTEX-12696-2926-SM-5FQTG	5.198	Brain
GTEX-13FLV-0011-R5a-SM-5LZWT	GTEX-13FLV-0011-R5a-SM-5LZWT	5.198	Brain
GTEX-13O3Q-0011-R5b-SM-5P9H4	GTEX-13O3Q-0011-R5b-SM-5P9H4	5.198	Brain
GTEX-12WSC-2826-SM-5BC5Y	GTEX-12WSC-2826-SM-5BC5Y	5.198	Skin
GTEX-ZEX8-0008-SM-4E3JU	GTEX-ZEX8-0008-SM-4E3JU	5.198	Skin
GTEX-WXYG-1726-SM-4ONCU	GTEX-WXYG-1726-SM-4ONCU	5.196	Colon
GTEX-11EQ9-0126-SM-5986I	GTEX-11EQ9-0126-SM-5986I	5.196	Adrenal Gland
GTEX-13113-1226-SM-5EGHT	GTEX-13113-1226-SM-5EGHT	5.195	Small Intestine
GTEX-ZYFC-1726-SM-5GZYX	GTEX-ZYFC-1726-SM-5GZYX	5.195	Esophagus
GTEX-W5WG-0626-SM-4SOID	GTEX-W5WG-0626-SM-4SOID	5.195	Spleen
GTEX-131YS-0011-R4a-SM-5DUVL	GTEX-131YS-0011-R4a-SM-5DUVL	5.195	Brain
GTEX-13X6I-0011-R8a-SM-5PNZF	GTEX-13X6I-0011-R8a-SM-5PNZF	5.195	Brain
GTEX-ZE9C-0011-R6a-SM-4WWCW	GTEX-ZE9C-0011-R6a-SM-4WWCW	5.195	Brain
GTEX-QESD-0008-SM-447B2	GTEX-QESD-0008-SM-447B2	5.195	Skin
GTEX-WXYG-2326-SM-4E3I6	GTEX-WXYG-2326-SM-4E3I6	5.195	Skin
GTEX-ZT9X-0008-SM-4YCD7	GTEX-ZT9X-0008-SM-4YCD7	5.195	Skin
GTEX-11DXX-1526-SM-5H115	GTEX-11DXX-1526-SM-5H115	5.195	Uterus
GTEX-146FH-0926-SM-5SI96	GTEX-146FH-0926-SM-5SI96	5.195	Blood Vessel
GTEX-T2YK-1326-SM-4DM6S	GTEX-T2YK-1326-SM-4DM6S	5.194	Esophagus
GTEX-13FHO-0011-R7b-SM-5LZXD	GTEX-13FHO-0011-R7b-SM-5LZXD	5.194	Brain
GTEX-111CU-1826-SM-5GZYN	GTEX-111CU-1826-SM-5GZYN	5.194	Adipose Tissue
GTEX-XMD1-0006-SM-4AT4Q	GTEX-XMD1-0006-SM-4AT4Q	5.193	Blood
GTEX-XAJ8-1126-SM-47JYA	GTEX-XAJ8-1126-SM-47JYA	5.193	Nerve
GTEX-XXEK-1026-SM-4BRUW	GTEX-XXEK-1026-SM-4BRUW	5.193	Small Intestine
GTEX-OHPM-2626-SM-5SI7I	GTEX-OHPM-2626-SM-5SI7I	5.193	Thyroid
GTEX-13OW8-0011-R3a-SM-5L3I4	GTEX-13OW8-0011-R3a-SM-5L3I4	5.193	Brain
GTEX-13111-1826-SM-5GCP1	GTEX-13111-1826-SM-5GCP1	5.193	Skin
GTEX-OHPJ-0926-SM-2HMJ1	GTEX-OHPJ-0926-SM-2HMJ1	5.193	Heart
GTEX-WYVS-2326-SM-3NMAI	GTEX-WYVS-2326-SM-3NMAI	5.193	Muscle
GTEX-Q2AI-0326-SM-2I3EK	GTEX-Q2AI-0326-SM-2I3EK	5.192	Thyroid
GTEX-U412-2026-SM-4DXSI	GTEX-U412-2026-SM-4DXSI	5.191	Prostate
GTEX-RWS6-0926-SM-47JXE	GTEX-RWS6-0926-SM-47JXE	5.191	Stomach
GTEX-1497J-0126-SM-5Q5BK	GTEX-1497J-0126-SM-5Q5BK	5.191	Thyroid
GTEX-12WSB-0011-R5b-SM-5GU67	GTEX-12WSB-0011-R5b-SM-5GU67	5.191	Brain
GTEX-RUSQ-1526-SM-2TF62	GTEX-RUSQ-1526-SM-2TF62	5.191	Skin
GTEX-12584-1026-SM-59HK3	GTEX-12584-1026-SM-59HK3	5.191	Heart
GTEX-11NUK-3126-SM-5986M	GTEX-11NUK-3126-SM-5986M	5.19	Pituitary
GTEX-QCQG-0226-SM-48U28	GTEX-QCQG-0226-SM-48U28	5.19	Spleen
GTEX-11P7K-0126-SM-5986E	GTEX-11P7K-0126-SM-5986E	5.19	Adrenal Gland
GTEX-13OVL-0226-SM-5L3E9	GTEX-13OVL-0226-SM-5L3E9	5.19	Skin
GTEX-TMZS-0008-SM-47JWM	GTEX-TMZS-0008-SM-47JWM	5.19	Skin
GTEX-WQUQ-1526-SM-4OOSM	GTEX-WQUQ-1526-SM-4OOSM	5.19	Blood Vessel
GTEX-S3XE-1326-SM-4AD4H	GTEX-S3XE-1326-SM-4AD4H	5.189	Prostate
GTEX-13FHO-1726-SM-5IFGM	GTEX-13FHO-1726-SM-5IFGM	5.189	Esophagus
GTEX-OOBK-1026-SM-48TC2	GTEX-OOBK-1026-SM-48TC2	5.189	Pancreas
GTEX-13112-2926-SM-5DUWT	GTEX-13112-2926-SM-5DUWT	5.189	Brain
GTEX-ZE9C-0011-R3a-SM-4WKGT	GTEX-ZE9C-0011-R3a-SM-4WKGT	5.189	Brain
GTEX-ZVP2-0326-SM-57WBP	GTEX-ZVP2-0326-SM-57WBP	5.189	Skin
GTEX-ZV7C-2426-SM-5NQ7Q	GTEX-ZV7C-2426-SM-5NQ7Q	5.189	Muscle
GTEX-XUJ4-1726-SM-4BONW	GTEX-XUJ4-1726-SM-4BONW	5.189	Adipose Tissue
GTEX-X4EP-0011-R4B-SM-3P627	GTEX-X4EP-0011-R4B-SM-3P627	5.188	Brain
GTEX-OXRP-0526-SM-2I3EW	GTEX-OXRP-0526-SM-2I3EW	5.187	Lung
GTEX-145LS-0011-R4b-SM-5S2UT	GTEX-145LS-0011-R4b-SM-5S2UT	5.187	Brain
GTEX-ZUA1-3026-SM-59HJC	GTEX-ZUA1-3026-SM-59HJC	5.187	Brain
GTEX-1313W-3226-SM-5LZUU	GTEX-1313W-3226-SM-5LZUU	5.186	Pituitary
GTEX-145MO-1526-SM-5QGQC	GTEX-145MO-1526-SM-5QGQC	5.186	Esophagus
GTEX-ZPCL-1226-SM-4WWFF	GTEX-ZPCL-1226-SM-4WWFF	5.186	Esophagus
GTEX-144FL-3026-SM-5O99C	GTEX-144FL-3026-SM-5O99C	5.186	Brain
GTEX-XLM4-0011-R11A-SM-4AT46	GTEX-XLM4-0011-R11A-SM-4AT46	5.186	Brain
GTEX-131XE-0726-SM-5HL9K	GTEX-131XE-0726-SM-5HL9K	5.185	Lung
GTEX-11ONC-0008-SM-5S2MG	GTEX-11ONC-0008-SM-5S2MG	5.185	Skin
GTEX-13N11-1826-SM-5IJDS	GTEX-13N11-1826-SM-5IJDS	5.185	Adipose Tissue
GTEX-13OVH-0726-SM-5N9BU	GTEX-13OVH-0726-SM-5N9BU	5.184	Testis
GTEX-V1D1-2126-SM-4JBH4	GTEX-V1D1-2126-SM-4JBH4	5.184	Testis
GTEX-ZP4G-0926-SM-4WWF4	GTEX-ZP4G-0926-SM-4WWF4	5.184	Esophagus
GTEX-14A6H-0526-SM-5NQAZ	GTEX-14A6H-0526-SM-5NQAZ	5.184	Lung
GTEX-SNOS-0226-SM-32PLR	GTEX-SNOS-0226-SM-32PLR	5.184	Thyroid
GTEX-11TUW-3126-SM-5GU4Y	GTEX-11TUW-3126-SM-5GU4Y	5.184	Brain
GTEX-WHSE-0011-R5A-SM-3P5ZO	GTEX-WHSE-0011-R5A-SM-3P5ZO	5.184	Brain
GTEX-WZTO-0011-R7B-SM-4E3IS	GTEX-WZTO-0011-R7B-SM-4E3IS	5.184	Brain
GTEX-ZAK1-0626-SM-5HL8E	GTEX-ZAK1-0626-SM-5HL8E	5.184	Skin
GTEX-13PVR-1426-SM-5S2PW	GTEX-13PVR-1426-SM-5S2PW	5.184	Vagina
GTEX-12ZZY-3126-SM-5DUX3	GTEX-12ZZY-3126-SM-5DUX3	5.183	Pituitary
GTEX-12WSL-2826-SM-5LZWL	GTEX-12WSL-2826-SM-5LZWL	5.183	Nerve
GTEX-13OW8-2226-SM-5K7Z4	GTEX-13OW8-2226-SM-5K7Z4	5.183	Esophagus
GTEX-RU72-0826-SM-46MUS	GTEX-RU72-0826-SM-46MUS	5.183	Esophagus
GTEX-WFJO-0626-SM-4LVMC	GTEX-WFJO-0626-SM-4LVMC	5.183	Pancreas
GTEX-V1D1-0826-SM-3P5ZA	GTEX-V1D1-0826-SM-3P5ZA	5.183	Lung
GTEX-YJ8O-2426-SM-5HL7S	GTEX-YJ8O-2426-SM-5HL7S	5.183	Adipose Tissue
GTEX-13OW7-3126-SM-5L3HB	GTEX-13OW7-3126-SM-5L3HB	5.182	Pituitary
GTEX-XXEK-1826-SM-4BRVC	GTEX-XXEK-1826-SM-4BRVC	5.182	Colon
GTEX-1192X-3126-SM-5N9BY	GTEX-1192X-3126-SM-5N9BY	5.181	Brain
GTEX-13S7M-0011-R10b-SM-5PNZB	GTEX-13S7M-0011-R10b-SM-5PNZB	5.181	Brain
GTEX-14ASI-3026-SM-5S2PN	GTEX-14ASI-3026-SM-5S2PN	5.181	Brain
GTEX-11DXX-0826-SM-5GZZP	GTEX-11DXX-0826-SM-5GZZP	5.181	Blood Vessel
GTEX-WRHK-1126-SM-4MVOJ	GTEX-WRHK-1126-SM-4MVOJ	5.18	Colon
GTEX-X4EO-2726-SM-4E3HS	GTEX-X4EO-2726-SM-4E3HS	5.18	Colon
GTEX-13X6I-0626-SM-5QGP9	GTEX-13X6I-0626-SM-5QGP9	5.18	Skin
GTEX-ZAJG-2826-SM-5HL8D	GTEX-ZAJG-2826-SM-5HL8D	5.18	Uterus
GTEX-ZC5H-0126-SM-4WAYL	GTEX-ZC5H-0126-SM-4WAYL	5.18	Adipose Tissue
GTEX-131YS-0011-R10b-SM-5EQ5N	GTEX-131YS-0011-R10b-SM-5EQ5N	5.178	Brain
GTEX-X585-0011-R3B-SM-46MVG	GTEX-X585-0011-R3B-SM-46MVG	5.178	Brain
GTEX-12WSL-0926-SM-5N9EK	GTEX-12WSL-0926-SM-5N9EK	5.178	Blood Vessel
GTEX-13PVQ-2126-SM-5L3FW	GTEX-13PVQ-2126-SM-5L3FW	5.177	Stomach
GTEX-1399R-0226-SM-5IJGG	GTEX-1399R-0226-SM-5IJGG	5.177	Spleen
GTEX-13O3P-1026-SM-5N9E7	GTEX-13O3P-1026-SM-5N9E7	5.177	Lung
GTEX-11ZU8-0008-SM-5S2VO	GTEX-11ZU8-0008-SM-5S2VO	5.177	Skin
GTEX-PWCY-2026-SM-2S1NF	GTEX-PWCY-2026-SM-2S1NF	5.177	Muscle
GTEX-Q2AH-0226-SM-48U1I	GTEX-Q2AH-0226-SM-48U1I	5.176	Spleen
GTEX-POMQ-1926-SM-3NB1Y	GTEX-POMQ-1926-SM-3NB1Y	5.176	Muscle
GTEX-12KS4-2426-SM-5LU8P	GTEX-12KS4-2426-SM-5LU8P	5.175	Colon
GTEX-X4XY-0826-SM-4E3JM	GTEX-X4XY-0826-SM-4E3JM	5.175	Thyroid
GTEX-12696-1926-SM-5EGJT	GTEX-12696-1926-SM-5EGJT	5.174	Colon
GTEX-SE5C-0326-SM-4BRWX	GTEX-SE5C-0326-SM-4BRWX	5.174	Pancreas
GTEX-RNOR-0011-R5A-SM-2TF4J	GTEX-RNOR-0011-R5A-SM-2TF4J	5.174	Brain
GTEX-WWYW-0011-R6A-SM-3NB3G	GTEX-WWYW-0011-R6A-SM-3NB3G	5.174	Brain
GTEX-ZVT3-3026-SM-5E43N	GTEX-ZVT3-3026-SM-5E43N	5.174	Brain
GTEX-OHPL-0526-SM-4M1XS	GTEX-OHPL-0526-SM-4M1XS	5.173	Lung
GTEX-ZTTD-0326-SM-57WFW	GTEX-ZTTD-0326-SM-57WFW	5.173	Muscle
GTEX-147F3-0626-SM-5NQ9I	GTEX-147F3-0626-SM-5NQ9I	5.173	Adipose Tissue
GTEX-YEC4-1526-SM-4W1YU	GTEX-YEC4-1526-SM-4W1YU	5.172	Testis
GTEX-13OW6-1426-SM-5L3EU	GTEX-13OW6-1426-SM-5L3EU	5.172	Esophagus
GTEX-OHPM-0526-SM-2YUMJ	GTEX-OHPM-0526-SM-2YUMJ	5.172	Lung
GTEX-1313W-0011-R1b-SM-5EQ4A	GTEX-1313W-0011-R1b-SM-5EQ4A	5.172	Brain
GTEX-12WSN-1426-SM-5GCO6	GTEX-12WSN-1426-SM-5GCO6	5.172	Skin
GTEX-ZDTT-0008-SM-4E3K5	GTEX-ZDTT-0008-SM-4E3K5	5.172	Skin
GTEX-XQ3S-1326-SM-4BOPQ	GTEX-XQ3S-1326-SM-4BOPQ	5.172	Breast
GTEX-11ZTS-1526-SM-5N9G7	GTEX-11ZTS-1526-SM-5N9G7	5.171	Colon
GTEX-11EQ9-0226-SM-5A5JX	GTEX-11EQ9-0226-SM-5A5JX	5.171	Lung
GTEX-132Q8-0626-SM-5L3F3	GTEX-132Q8-0626-SM-5L3F3	5.171	Muscle
GTEX-117YW-0826-SM-5H11O	GTEX-117YW-0826-SM-5H11O	5.171	Adipose Tissue
GTEX-139TT-2226-SM-5LZWO	GTEX-139TT-2226-SM-5LZWO	5.17	Testis
GTEX-X4XX-0011-R8B-SM-46MWM	GTEX-X4XX-0011-R8B-SM-46MWM	5.17	Brain
GTEX-X4XY-0526-SM-46MW1	GTEX-X4XY-0526-SM-46MW1	5.17	Blood Vessel
GTEX-T8EM-0126-SM-4DM5R	GTEX-T8EM-0126-SM-4DM5R	5.169	Testis
GTEX-WYJK-2526-SM-4ONDF	GTEX-WYJK-2526-SM-4ONDF	5.169	Stomach
GTEX-S7SE-0011-R2A-SM-2XCDC	GTEX-S7SE-0011-R2A-SM-2XCDC	5.169	Brain
GTEX-13OW8-0011-R10a-SM-5L3H6	GTEX-13OW8-0011-R10a-SM-5L3H6	5.168	Brain
GTEX-13OW5-2326-SM-5L3HO	GTEX-13OW5-2326-SM-5L3HO	5.168	Skin
GTEX-N7MS-0126-SM-3TW8O	GTEX-N7MS-0126-SM-3TW8O	5.167	Testis
GTEX-XV7Q-2226-SM-4BRVY	GTEX-XV7Q-2226-SM-4BRVY	5.167	Colon
GTEX-YFC4-0011-R1a-SM-4V6EH	GTEX-YFC4-0011-R1a-SM-4V6EH	5.167	Brain
GTEX-UTHO-3126-SM-3P5ZB	GTEX-UTHO-3126-SM-3P5ZB	5.166	Pituitary
GTEX-11GS4-1826-SM-5HL4T	GTEX-11GS4-1826-SM-5HL4T	5.166	Colon
GTEX-RWSA-1326-SM-47JX9	GTEX-RWSA-1326-SM-47JX9	5.166	Esophagus
GTEX-WQUQ-1826-SM-4OOSD	GTEX-WQUQ-1826-SM-4OOSD	5.166	Esophagus
GTEX-Y9LG-0726-SM-4VDS3	GTEX-Y9LG-0726-SM-4VDS3	5.166	Pancreas
GTEX-1122O-0326-SM-5H124	GTEX-1122O-0326-SM-5H124	5.166	Adrenal Gland
GTEX-131XH-0011-R1a-SM-5DUWA	GTEX-131XH-0011-R1a-SM-5DUWA	5.166	Brain
GTEX-ZDXO-0011-R10a-SM-4WWD8	GTEX-ZDXO-0011-R10a-SM-4WWD8	5.166	Brain
GTEX-ZTPG-0326-SM-5O9AX	GTEX-ZTPG-0326-SM-5O9AX	5.166	Skin
GTEX-WOFM-2126-SM-4OOSR	GTEX-WOFM-2126-SM-4OOSR	5.165	Salivary Gland
GTEX-ZDTS-0126-SM-4WAY5	GTEX-ZDTS-0126-SM-4WAY5	5.165	Skin
GTEX-X5EB-2326-SM-46MW5	GTEX-X5EB-2326-SM-46MW5	5.165	Muscle
GTEX-X261-3226-SM-3NMC3	GTEX-X261-3226-SM-3NMC3	5.164	Pituitary
GTEX-13N2G-0126-SM-5N9DV	GTEX-13N2G-0126-SM-5N9DV	5.164	Testis
GTEX-WOFM-1126-SM-4OOSB	GTEX-WOFM-1126-SM-4OOSB	5.164	Testis
GTEX-V1D1-1126-SM-4JBHT	GTEX-V1D1-1126-SM-4JBHT	5.164	Esophagus
GTEX-12BJ1-2226-SM-5BC6G	GTEX-12BJ1-2226-SM-5BC6G	5.164	Salivary Gland
GTEX-S3XE-0326-SM-4AD6L	GTEX-S3XE-0326-SM-4AD6L	5.164	Blood Vessel
GTEX-WK11-0326-SM-4OOS6	GTEX-WK11-0326-SM-4OOS6	5.163	Testis
GTEX-YFC4-0011-R2a-SM-4V6DZ	GTEX-YFC4-0011-R2a-SM-4V6DZ	5.163	Brain
GTEX-11GS4-0008-SM-5QGRA	GTEX-11GS4-0008-SM-5QGRA	5.163	Skin
GTEX-12WSC-1726-SM-5GCN3	GTEX-12WSC-1726-SM-5GCN3	5.163	Adipose Tissue
GTEX-X5EB-2026-SM-4E3KA	GTEX-X5EB-2026-SM-4E3KA	5.162	Testis
GTEX-1399U-0226-SM-5P9J2	GTEX-1399U-0226-SM-5P9J2	5.162	Adrenal Gland
GTEX-ZYFD-3026-SM-5E44C	GTEX-ZYFD-3026-SM-5E44C	5.162	Brain
GTEX-111FC-0126-SM-5N9DL	GTEX-111FC-0126-SM-5N9DL	5.162	Skin
GTEX-145MF-0626-SM-5LUAI	GTEX-145MF-0626-SM-5LUAI	5.162	Skin
GTEX-11GSO-2826-SM-5HL6Q	GTEX-11GSO-2826-SM-5HL6Q	5.161	Pituitary
GTEX-XXEK-2526-SM-4BRUR	GTEX-XXEK-2526-SM-4BRUR	5.161	Nerve
