,V1,V2,V3
TCGA.OR.A5LR.01,ACC(T=79;N=258),Tumor,6.34038908590267
GTEX.11ZUS.0626.SM.59885,SKCM(T=470;N=1810),Normal,5.94438996227009
GTEX.11ZUS.2626.SM.5FQUR,SKCM(T=470;N=1810),Normal,6.18428029441938
GTEX.11ZVC.2526.SM.5FQTE,SKCM(T=470;N=1810),Normal,5.73443866613717
GTEX.1211K.0008.SM.5S2W1,SKCM(T=470;N=1810),Normal,6.80864246791806
GTEX.1211K.1526.SM.5FQU4,SKCM(T=470;N=1810),Normal,5.72328550477764
GTEX.1211K.2026.SM.5EQ4Z,SKCM(T=470;N=1810),Normal,5.99548451887751
GTEX.12126.0008.SM.5S2UC,SKCM(T=470;N=1810),Normal,7
GTEX.12126.0326.SM.5PNW3,SKCM(T=470;N=1810),Normal,6.71973105674985
GTEX.12126.0826.SM.5FQTZ,SKCM(T=470;N=1810),Normal,7.09064175191785
GTEX.1212Z.0008.SM.5TDBW,SKCM(T=470;N=1810),Normal,6.877744249949
GTEX.1212Z.0126.SM.59HK4,SKCM(T=470;N=1810),Normal,6.21276386390212
GTEX.1212Z.2526.SM.5EGKP,SKCM(T=470;N=1810),Normal,6.04548665635946
GTEX.12584.0008.SM.664MB,SKCM(T=470;N=1810),Normal,6.39865819636551
GTEX.12584.0126.SM.5EGKQ,SKCM(T=470;N=1810),Normal,6.36352154354655
GTEX.12584.0726.SM.5FQTK,SKCM(T=470;N=1810),Normal,6.23150921086705
GTEX.12696.0008.SM.5TDBX,SKCM(T=470;N=1810),Normal,7.32282949762889
GTEX.12696.0126.SM.5EQ4L,SKCM(T=470;N=1810),Normal,6.36176835941915
GTEX.12696.2426.SM.5EQ6H,SKCM(T=470;N=1810),Normal,6.14934066928622
GTEX.1269C.0008.SM.5TDBY,SKCM(T=470;N=1810),Normal,7.35049724708413
GTEX.1269C.0126.SM.5EQ5L,SKCM(T=470;N=1810),Normal,5.68509917200661
GTEX.1269C.2526.SM.5EGJ3,SKCM(T=470;N=1810),Normal,5.85673675611911
GTEX.12BJ1.0008.SM.5TDBZ,SKCM(T=470;N=1810),Normal,7.27146302790437
GTEX.12BJ1.0926.SM.5EQ62,SKCM(T=470;N=1810),Normal,5.91073266190291
GTEX.12C56.0008.SM.5TDC1,SKCM(T=470;N=1810),Normal,7.78201533500419
GTEX.12C56.1526.SM.5FQUQ,SKCM(T=470;N=1810),Normal,5.67750824226472
GTEX.12C56.1726.SM.5EQ61,SKCM(T=470;N=1810),Normal,5.70597790168252
GTEX.12KS4.0008.SM.664MC,SKCM(T=470;N=1810),Normal,6.35349973524566
GTEX.12KS4.0326.SM.5EQ41,SKCM(T=470;N=1810),Normal,5.82705683650015
GTEX.12KS4.2126.SM.5FQUT,SKCM(T=470;N=1810),Normal,6.25946081613399
GTEX.12WSA.0008.SM.5TDC3,SKCM(T=470;N=1810),Normal,7.08214904135387
GTEX.12WSA.0226.SM.5BC5V,SKCM(T=470;N=1810),Normal,5.55918586578773
GTEX.12WSA.0426.SM.5EQ5X,SKCM(T=470;N=1810),Normal,5.89311947583592
GTEX.12WSC.0008.SM.664MK,SKCM(T=470;N=1810),Normal,6.64975914663296
GTEX.12WSC.0126.SM.5EQ4P,SKCM(T=470;N=1810),Normal,5.94649694120329
GTEX.12WSC.2826.SM.5BC5Y,SKCM(T=470;N=1810),Normal,6.40548188197721
GTEX.12WSD.0008.SM.664ME,SKCM(T=470;N=1810),Normal,7.27798474729977
GTEX.12WSD.0126.SM.59HKN,SKCM(T=470;N=1810),Normal,6.17751920259781
GTEX.12WSD.0626.SM.5GCMW,SKCM(T=470;N=1810),Normal,6.55566279922404
GTEX.12WSE.0008.SM.5YY9P,SKCM(T=470;N=1810),Normal,7.63444806236231
GTEX.12WSE.0526.SM.793B2,SKCM(T=470;N=1810),Normal,6.34731131636529
GTEX.12WSF.0008.SM.5YY8S,SKCM(T=470;N=1810),Normal,6.40139154480353
GTEX.12WSF.1626.SM.7KUG5,SKCM(T=470;N=1810),Normal,6.19239145691318
GTEX.12WSG.0008.SM.5TDC4,SKCM(T=470;N=1810),Normal,6.75888943272096
GTEX.12WSG.2826.SM.E9J4H,SKCM(T=470;N=1810),Normal,5.73416766115076
GTEX.12WSH.0008.SM.5S2V1,SKCM(T=470;N=1810),Normal,7.08958289312471
GTEX.12WSH.1526.SM.5BC5W,SKCM(T=470;N=1810),Normal,6.69348695749933
GTEX.12WSI.0008.SM.664MD,SKCM(T=470;N=1810),Normal,7.41700858678878
GTEX.12WSJ.0008.SM.664ML,SKCM(T=470;N=1810),Normal,7.24126817732937
GTEX.12WSJ.1126.SM.5LZVJ,SKCM(T=470;N=1810),Normal,6.3741700760685
GTEX.12WSJ.1826.SM.5GCNY,SKCM(T=470;N=1810),Normal,6.03848007993665
GTEX.12WSK.0008.SM.5YY9R,SKCM(T=470;N=1810),Normal,6.94016675048282
GTEX.12WSK.2126.SM.5CVNC,SKCM(T=470;N=1810),Normal,6.27537959625362
GTEX.12WSK.2326.SM.5GCOH,SKCM(T=470;N=1810),Normal,6.16087986183931
GTEX.12WSL.0008.SM.664MM,SKCM(T=470;N=1810),Normal,7.68790052248075
GTEX.12WSL.2026.SM.5GCML,SKCM(T=470;N=1810),Normal,5.7894684369412
GTEX.12WSL.2526.SM.5GCNJ,SKCM(T=470;N=1810),Normal,6.53060141451683
GTEX.12WSM.0008.SM.5S2VD,SKCM(T=470;N=1810),Normal,6.65963918701565
GTEX.12WSM.1926.SM.5BC65,SKCM(T=470;N=1810),Normal,5.81147103052984
GTEX.12WSN.0008.SM.664MI,SKCM(T=470;N=1810),Normal,7.40343816300828
GTEX.12WSN.5019.SM.79OM6,SKCM(T=470;N=1810),Normal,5.72137265947682
GTEX.12ZZW.0008.SM.5YY9L,SKCM(T=470;N=1810),Normal,7.5894638929561
GTEX.12ZZX.0008.SM.5YY9N,SKCM(T=470;N=1810),Normal,6.52888382727464
GTEX.12ZZX.0126.SM.5EGK9,SKCM(T=470;N=1810),Normal,6.20437551131909
GTEX.12ZZX.2426.SM.5GCOE,SKCM(T=470;N=1810),Normal,6.40394936423287
GTEX.12ZZY.0008.SM.5YY9Q,SKCM(T=470;N=1810),Normal,7.69348695749933
GTEX.12ZZY.0226.SM.5LZVE,SKCM(T=470;N=1810),Normal,6.1647058401828
GTEX.12ZZY.0726.SM.5EQ66,SKCM(T=470;N=1810),Normal,6.03033607837096
GTEX.12ZZZ.0008.SM.5YY9S,SKCM(T=470;N=1810),Normal,6.98185265328974
GTEX.12ZZZ.0626.SM.5DUXI,SKCM(T=470;N=1810),Normal,5.82731094394967
GTEX.12ZZZ.0726.SM.5GCNZ,SKCM(T=470;N=1810),Normal,5.44691786486603
GTEX.13111.0008.SM.5YY8R,SKCM(T=470;N=1810),Normal,7.39403389536778
GTEX.13111.1626.SM.5EGJY,SKCM(T=470;N=1810),Normal,5.63633460244218
GTEX.13112.0008.SM.5YY9M,SKCM(T=470;N=1810),Normal,6.5957423394744
GTEX.13112.0126.SM.5P9IU,SKCM(T=470;N=1810),Normal,6.46581125447608
GTEX.13112.2826.SM.5DUWH,SKCM(T=470;N=1810),Normal,5.99954908734095
GTEX.13113.0008.SM.5YY9T,SKCM(T=470;N=1810),Normal,6.69905184401685
GTEX.13113.1626.SM.5EQ4I,SKCM(T=470;N=1810),Normal,6.26716121802226
GTEX.13113.5016.SM.7EPIP,SKCM(T=470;N=1810),Normal,6.08979472706399
GTEX.1313W.0008.SM.5YYAP,SKCM(T=470;N=1810),Normal,7.13134253912326
GTEX.1313W.0126.SM.5LZUN,SKCM(T=470;N=1810),Normal,6.02281165091563
GTEX.1313W.0626.SM.5EQ4H,SKCM(T=470;N=1810),Normal,6.09887428674445
GTEX.1314G.0008.SM.5YY9K,SKCM(T=470;N=1810),Normal,7.56605403817109
GTEX.1314G.1326.SM.5BC6E,SKCM(T=470;N=1810),Normal,6.01480160235136
GTEX.1314G.1526.SM.5EGK2,SKCM(T=470;N=1810),Normal,6.26491169307446
GTEX.131XE.2326.SM.5PNZ2,SKCM(T=470;N=1810),Normal,5.80348537559595
GTEX.131XF.0008.SM.664MH,SKCM(T=470;N=1810),Normal,6.68509917200661
GTEX.131XF.2626.SM.5EQ6K,SKCM(T=470;N=1810),Normal,5.63343121035563
GTEX.131XF.5016.SM.7MGWE,SKCM(T=470;N=1810),Normal,6.43529521564717
GTEX.131XG.0008.SM.5YY9O,SKCM(T=470;N=1810),Normal,7.19967234483636
GTEX.131XG.0326.SM.5L3DX,SKCM(T=470;N=1810),Normal,6.47848651208419
GTEX.131XG.2626.SM.5KM17,SKCM(T=470;N=1810),Normal,5.99095486039699
GTEX.131XH.0008.SM.5YYAC,SKCM(T=470;N=1810),Normal,7.26303440583379
GTEX.131XH.0126.SM.5LZUY,SKCM(T=470;N=1810),Normal,6.64573047530608
GTEX.131XH.2226.SM.5DUXJ,SKCM(T=470;N=1810),Normal,6.12287974975524
GTEX.131XW.0008.SM.664MJ,SKCM(T=470;N=1810),Normal,6.63052196347164
GTEX.131XW.0426.SM.5LZWP,SKCM(T=470;N=1810),Normal,5.80915716469159
GTEX.131XW.0626.SM.5PNVD,SKCM(T=470;N=1810),Normal,6.01234519041983
GTEX.131YS.0008.SM.5YY9Z,SKCM(T=470;N=1810),Normal,7.25455625190949
GTEX.131YS.0126.SM.5KM1M,SKCM(T=470;N=1810),Normal,5.90689059560852
GTEX.131YS.2826.SM.5EQ47,SKCM(T=470;N=1810),Normal,6.74011804283313
GTEX.132AR.0008.SM.62LDH,SKCM(T=470;N=1810),Normal,7.14974711950468
GTEX.132AR.0326.SM.5KM2C,SKCM(T=470;N=1810),Normal,6.92955431573285
GTEX.132NY.0008.SM.62LFX,SKCM(T=470;N=1810),Normal,6.8923910259134
GTEX.132NY.0326.SM.5IJBL,SKCM(T=470;N=1810),Normal,6.39728957770161
GTEX.132Q8.0008.SM.5ZZUC,SKCM(T=470;N=1810),Normal,6.39300425689832
GTEX.132QS.0008.SM.5ZZUB,SKCM(T=470;N=1810),Normal,6.92955431573285
GTEX.1339X.0008.SM.5ZZUL,SKCM(T=470;N=1810),Normal,6.40292678058163
GTEX.133LE.0008.SM.62LDD,SKCM(T=470;N=1810),Normal,6.48687523549849
GTEX.133LE.1826.SM.5J1MV,SKCM(T=470;N=1810),Normal,6.05463144878297
GTEX.133LE.2326.SM.5K7W3,SKCM(T=470;N=1810),Normal,6.2309330930394
GTEX.1399Q.0008.SM.62LDE,SKCM(T=470;N=1810),Normal,7.36106648879432
GTEX.1399Q.2326.SM.5KM2X,SKCM(T=470;N=1810),Normal,7.26491169307446
GTEX.1399R.0008.SM.5ZZUF,SKCM(T=470;N=1810),Normal,7.20652601587743
GTEX.1399R.1326.SM.5PNYS,SKCM(T=470;N=1810),Normal,5.97933944567821
GTEX.1399R.2726.SM.5IJBA,SKCM(T=470;N=1810),Normal,6.22631584933549
GTEX.1399S.0008.SM.62LDF,SKCM(T=470;N=1810),Normal,7.24412594328373
GTEX.1399S.0126.SM.5IJCF,SKCM(T=470;N=1810),Normal,6.51459571476366
GTEX.1399T.0008.SM.62LDB,SKCM(T=470;N=1810),Normal,7.71011763204345
GTEX.1399T.2826.SM.5KLYZ,SKCM(T=470;N=1810),Normal,6.39848719001897
GTEX.1399U.0008.SM.5S2VE,SKCM(T=470;N=1810),Normal,7.71355835640479
GTEX.1399U.1126.SM.5L3DB,SKCM(T=470;N=1810),Normal,5.72246602447109
GTEX.1399U.2326.SM.5K7WY,SKCM(T=470;N=1810),Normal,6.21645486514476
GTEX.139D8.0008.SM.5ZZUH,SKCM(T=470;N=1810),Normal,7.32012359804061
GTEX.139D8.0226.SM.5KLZO,SKCM(T=470;N=1810),Normal,6.28965005985472
GTEX.139D8.1126.SM.5LU8W,SKCM(T=470;N=1810),Normal,6.40394936423287
GTEX.139T4.0008.SM.5S2WF,SKCM(T=470;N=1810),Normal,6.9898202201176
GTEX.139T4.0226.SM.5HL5S,SKCM(T=470;N=1810),Normal,6.19100984858729
GTEX.139T8.0008.SM.5ZZUD,SKCM(T=470;N=1810),Normal,6.44393811501318
GTEX.139T8.0126.SM.5K7XZ,SKCM(T=470;N=1810),Normal,6.01680828768655
GTEX.139T8.0626.SM.5KLZX,SKCM(T=470;N=1810),Normal,5.80451826988807
GTEX.139TS.0008.SM.62LDG,SKCM(T=470;N=1810),Normal,7.1261882105221
GTEX.139TS.2126.SM.5K7XC,SKCM(T=470;N=1810),Normal,6.55336050333533
GTEX.139TS.2826.SM.5J1OO,SKCM(T=470;N=1810),Normal,6.16430358309365
GTEX.139TT.0126.SM.5K7Y5,SKCM(T=470;N=1810),Normal,5.81864608282254
GTEX.139TT.2126.SM.5LZWC,SKCM(T=470;N=1810),Normal,6.61161503769234
GTEX.139TU.0008.SM.5ZZUK,SKCM(T=470;N=1810),Normal,6.75087443965685
GTEX.139TU.0126.SM.5K7WH,SKCM(T=470;N=1810),Normal,5.97407036702403
GTEX.139TU.0726.SM.5L3EK,SKCM(T=470;N=1810),Normal,6.24849688595938
GTEX.139UW.0326.SM.5J1ML,SKCM(T=470;N=1810),Normal,6.10496560483998
GTEX.139UW.2826.SM.5L3E7,SKCM(T=470;N=1810),Normal,6.54720302475693
GTEX.139YR.0008.SM.5ZZUM,SKCM(T=470;N=1810),Normal,6.23381138429316
GTEX.139YR.1026.SM.5LZYN,SKCM(T=470;N=1810),Normal,6.35526299022057
GTEX.13CF2.0008.SM.62LDC,SKCM(T=470;N=1810),Normal,7.32373033752135
GTEX.13CF2.2526.SM.5LZYX,SKCM(T=470;N=1810),Normal,6.03540396994207
GTEX.13CF3.2426.SM.5IFGX,SKCM(T=470;N=1810),Normal,6.47069954142369
GTEX.13CZU.0008.SM.5ZZUI,SKCM(T=470;N=1810),Normal,7.54766574835342
GTEX.13CZV.0008.SM.5ZZUE,SKCM(T=470;N=1810),Normal,6.31958180857156
GTEX.13D11.0926.SM.5J2NC,SKCM(T=470;N=1810),Normal,5.98504496225347
GTEX.13D11.2426.SM.5KM1V,SKCM(T=470;N=1810),Normal,6.20652601587743
GTEX.13FH7.0008.SM.5ZZUJ,SKCM(T=470;N=1810),Normal,7.44790974874208
GTEX.13FH7.1126.SM.5K7UG,SKCM(T=470;N=1810),Normal,6.11374216604919
GTEX.13FH7.2026.SM.E9J4I,SKCM(T=470;N=1810),Normal,6.08406426478847
GTEX.13FHO.0226.SM.5IFGY,SKCM(T=470;N=1810),Normal,6.52324829260521
GTEX.13FHO.0426.SM.5L3F5,SKCM(T=470;N=1810),Normal,5.92694824794977
GTEX.13FHP.0126.SM.5IJBG,SKCM(T=470;N=1810),Normal,6.29572302453997
GTEX.13FLV.0126.SM.5K7WT,SKCM(T=470;N=1810),Normal,6.01502470527315
GTEX.13FTW.0326.SM.5K7UW,SKCM(T=470;N=1810),Normal,6.18527190559382
GTEX.13FTW.2626.SM.5K7WL,SKCM(T=470;N=1810),Normal,6.19455988602261
GTEX.13FTX.1526.SM.5K7VJ,SKCM(T=470;N=1810),Normal,6.59365255839793
GTEX.13FTX.1826.SM.5J1NX,SKCM(T=470;N=1810),Normal,6.17072627613155
GTEX.13FTY.0526.SM.5L3EV,SKCM(T=470;N=1810),Normal,5.92386226807603
GTEX.13FTY.2126.SM.5IFFB,SKCM(T=470;N=1810),Normal,6.66817586897014
GTEX.13FXS.0226.SM.5IJCK,SKCM(T=470;N=1810),Normal,6.20398416585599
GTEX.13G51.1826.SM.5KLZH,SKCM(T=470;N=1810),Normal,6.65004647884679
GTEX.13G51.2526.SM.5LZYK,SKCM(T=470;N=1810),Normal,6.64212391615349
GTEX.13IVO.0126.SM.5J1NG,SKCM(T=470;N=1810),Normal,6.38508585354768
GTEX.13IVO.0726.SM.5LZYV,SKCM(T=470;N=1810),Normal,6.33109608375933
GTEX.13JUV.2026.SM.5K7UA,SKCM(T=470;N=1810),Normal,5.9560566524124
GTEX.13JUV.2726.SM.5LZZ8,SKCM(T=470;N=1810),Normal,5.79207446192887
GTEX.13JVG.0726.SM.5KM16,SKCM(T=470;N=1810),Normal,6.04919510562227
GTEX.13N11.2326.SM.5IJBF,SKCM(T=470;N=1810),Normal,6.37833821198591
GTEX.13N11.2526.SM.5K7UE,SKCM(T=470;N=1810),Normal,6.26040209302579
GTEX.13N1W.0126.SM.5K7VT,SKCM(T=470;N=1810),Normal,5.77241355474848
GTEX.13N1W.2426.SM.5IJD1,SKCM(T=470;N=1810),Normal,5.57893871309339
GTEX.13N2G.0226.SM.5K7VF,SKCM(T=470;N=1810),Normal,5.95698592461258
GTEX.13N2G.2626.SM.5J1OT,SKCM(T=470;N=1810),Normal,6.17712050284652
GTEX.13NYB.0126.SM.5J1MD,SKCM(T=470;N=1810),Normal,6.8972404255748
GTEX.13NYB.2526.SM.5K7Z6,SKCM(T=470;N=1810),Normal,6.46956042171122
GTEX.13NYC.0126.SM.5L3F4,SKCM(T=470;N=1810),Normal,6.76818432477693
GTEX.13NYC.0326.SM.E9J4S,SKCM(T=470;N=1810),Normal,6.38818953715608
GTEX.13NYS.0126.SM.5MR3W,SKCM(T=470;N=1810),Normal,6.46417813788683
GTEX.13NYS.0626.SM.5L3F1,SKCM(T=470;N=1810),Normal,6.40565206128037
GTEX.13NZ8.0826.SM.5MR3I,SKCM(T=470;N=1810),Normal,5.74011804283313
GTEX.13NZ8.1226.SM.5KM4A,SKCM(T=470;N=1810),Normal,6.26903314645524
GTEX.13NZ9.2626.SM.5L3FK,SKCM(T=470;N=1810),Normal,6.51112010085101
GTEX.13NZA.0226.SM.5K7Z7,SKCM(T=470;N=1810),Normal,5.74469931420784
GTEX.13NZB.2526.SM.5J1OM,SKCM(T=470;N=1810),Normal,6.27370236873565
GTEX.13O1R.0126.SM.5L3EH,SKCM(T=470;N=1810),Normal,5.79986441088185
GTEX.13O21.1426.SM.5K7XI,SKCM(T=470;N=1810),Normal,5.99367436175059
GTEX.13O3O.0126.SM.E9J49,SKCM(T=470;N=1810),Normal,6.08873524619028
GTEX.13O3O.2326.SM.5IJD6,SKCM(T=470;N=1810),Normal,6.2170367925641
GTEX.13O3P.0126.SM.5KM4S,SKCM(T=470;N=1810),Normal,6.02369891726641
GTEX.13O3Q.0126.SM.5KM34,SKCM(T=470;N=1810),Normal,6.10391721075207
GTEX.13O3Q.2426.SM.5IJBR,SKCM(T=470;N=1810),Normal,6.27556583456033
GTEX.13O61.1426.SM.5KM3D,SKCM(T=470;N=1810),Normal,5.94953493301701
GTEX.13OVG.1626.SM.5J1NF,SKCM(T=470;N=1810),Normal,6.44559429134118
GTEX.13OVG.1926.SM.5L3DK,SKCM(T=470;N=1810),Normal,5.91480367725178
GTEX.13OVH.0126.SM.5MR4B,SKCM(T=470;N=1810),Normal,5.74658149978581
GTEX.13OVH.0526.SM.5L3E6,SKCM(T=470;N=1810),Normal,6.17432651517391
GTEX.13OVI.1426.SM.5L3EY,SKCM(T=470;N=1810),Normal,5.57258654938577
GTEX.13OVJ.0126.SM.5KM36,SKCM(T=470;N=1810),Normal,5.40292678058163
GTEX.13OVJ.0826.SM.5J1OK,SKCM(T=470;N=1810),Normal,5.90544717873885
GTEX.13OVK.1426.SM.6PAN7,SKCM(T=470;N=1810),Normal,6.05506547256509
GTEX.13OVK.2026.SM.7KUEO,SKCM(T=470;N=1810),Normal,6.28447711781042
GTEX.13OVL.0126.SM.5L3GJ,SKCM(T=470;N=1810),Normal,5.93191939010004
GTEX.13OVL.0226.SM.5L3E9,SKCM(T=470;N=1810),Normal,6.36369674483899
GTEX.13OW5.0126.SM.DTXFS,SKCM(T=470;N=1810),Normal,6.26528685756517
GTEX.13OW5.2326.SM.5L3HO,SKCM(T=470;N=1810),Normal,6.37937836707126
GTEX.13OW6.0426.SM.5L3HM,SKCM(T=470;N=1810),Normal,6.44078613241324
GTEX.13OW6.2726.SM.5J2OE,SKCM(T=470;N=1810),Normal,6.65191274464578
GTEX.13OW7.0126.SM.5MR3B,SKCM(T=470;N=1810),Normal,5.86245139132558
GTEX.13OW7.0426.SM.5K7VK,SKCM(T=470;N=1810),Normal,5.96739919892461
GTEX.13OW8.1026.SM.5J1NQ,SKCM(T=470;N=1810),Normal,6.10685079645022
GTEX.13OW8.1326.SM.5J1OW,SKCM(T=470;N=1810),Normal,5.9114519116266
GTEX.13PDP.0126.SM.5L3HD,SKCM(T=470;N=1810),Normal,6.09444722169991
GTEX.13PDP.0726.SM.5L3HP,SKCM(T=470;N=1810),Normal,6.04810537444206
GTEX.13PL6.1126.SM.5L3IE,SKCM(T=470;N=1810),Normal,6.16349873228288
GTEX.13PVQ.0626.SM.5LU47,SKCM(T=470;N=1810),Normal,6.27164977245721
GTEX.13PVR.0426.SM.5RQK2,SKCM(T=470;N=1810),Normal,5.90327934205614
GTEX.13PVR.2326.SM.5QGR1,SKCM(T=470;N=1810),Normal,5.81070015418722
GTEX.13QBU.1226.SM.5LU4G,SKCM(T=470;N=1810),Normal,5.4032677223393
GTEX.13QJ3.0326.SM.5S2RA,SKCM(T=470;N=1810),Normal,5.69265037003553
GTEX.13QJC.0126.SM.5ZZWJ,SKCM(T=470;N=1810),Normal,5.54101915313356
GTEX.13RTJ.0126.SM.5S2NN,SKCM(T=470;N=1810),Normal,6.51270096342525
GTEX.13RTJ.2426.SM.5S2Q2,SKCM(T=470;N=1810),Normal,6.35878304818473
GTEX.13RTK.1426.SM.5QGQJ,SKCM(T=470;N=1810),Normal,6.1606782132205
GTEX.13RTL.0126.SM.7LG5S,SKCM(T=470;N=1810),Normal,6.05549936581374
GTEX.13S7M.0126.SM.5SI6A,SKCM(T=470;N=1810),Normal,5.62234472272424
GTEX.13SLW.0126.SM.5SI6C,SKCM(T=470;N=1810),Normal,5.91336815967972
GTEX.13SLW.0626.SM.5Q5ER,SKCM(T=470;N=1810),Normal,5.87921563716567
GTEX.13SLX.0526.SM.5S2ON,SKCM(T=470;N=1810),Normal,6.00495075995105
GTEX.13SLX.2226.SM.62LEP,SKCM(T=470;N=1810),Normal,6.44575980445338
GTEX.13U4I.0126.SM.5LU38,SKCM(T=470;N=1810),Normal,5.67327373660982
GTEX.13U4I.2226.SM.5LU5H,SKCM(T=470;N=1810),Normal,6.03738222200308
GTEX.13VXT.0126.SM.5LU4I,SKCM(T=470;N=1810),Normal,6.13175409098481
GTEX.13VXT.1926.SM.5K7UO,SKCM(T=470;N=1810),Normal,5.98754825895374
GTEX.13VXU.0126.SM.5SI9F,SKCM(T=470;N=1810),Normal,6.08555212720929
GTEX.13VXU.0626.SM.5L3F9,SKCM(T=470;N=1810),Normal,6.43862553808838
GTEX.13W3W.0726.SM.5IJDQ,SKCM(T=470;N=1810),Normal,6.06134418828839
GTEX.13W3W.2426.SM.5LU5B,SKCM(T=470;N=1810),Normal,5.98071082890019
GTEX.13W46.0226.SM.5SIAG,SKCM(T=470;N=1810),Normal,5.30560578958543
GTEX.13X6H.0926.SM.5SIB2,SKCM(T=470;N=1810),Normal,5.56102057782927
GTEX.13X6H.2126.SM.7EWD5,SKCM(T=470;N=1810),Normal,6.14261765544658
GTEX.13X6I.0626.SM.5QGP9,SKCM(T=470;N=1810),Normal,6.45302364652906
GTEX.13X6I.1826.SM.5SIAO,SKCM(T=470;N=1810),Normal,6.24374523473398
GTEX.13X6J.0126.SM.5QGOU,SKCM(T=470;N=1810),Normal,5.90376136512808
GTEX.13X6J.0626.SM.5LU5F,SKCM(T=470;N=1810),Normal,6.18150015170461
GTEX.13X6K.0626.SM.5LU5D,SKCM(T=470;N=1810),Normal,6.45285896471381
GTEX.13YAN.0226.SM.5TDC6,SKCM(T=470;N=1810),Normal,5.79986441088185
GTEX.13YAN.0326.SM.5O9DF,SKCM(T=470;N=1810),Normal,5.74011804283313
GTEX.144FL.0126.SM.5TDC8,SKCM(T=470;N=1810),Normal,5.94509263053996
GTEX.144FL.0626.SM.5LU43,SKCM(T=470;N=1810),Normal,6.37469175209693
GTEX.144GL.0126.SM.5TDE2,SKCM(T=470;N=1810),Normal,5.93805049953404
GTEX.144GL.0626.SM.5LU4D,SKCM(T=470;N=1810),Normal,6.70043971814109
GTEX.144GM.0526.SM.79OJO,SKCM(T=470;N=1810),Normal,6.40394936423287
GTEX.144GN.2326.SM.5LU4F,SKCM(T=470;N=1810),Normal,6.56102057782927
GTEX.144GO.2026.SM.5O99P,SKCM(T=470;N=1810),Normal,6.75888943272096
GTEX.145LS.0126.SM.5QGP1,SKCM(T=470;N=1810),Normal,6.35155766245043
GTEX.145LS.0626.SM.7EPG7,SKCM(T=470;N=1810),Normal,6.36124198846498
GTEX.145LT.0526.SM.5LUB2,SKCM(T=470;N=1810),Normal,6.57576612729644
GTEX.145LT.1726.SM.5QGP3,SKCM(T=470;N=1810),Normal,6.45795538004928
GTEX.145LU.0126.SM.5TDCB,SKCM(T=470;N=1810),Normal,6.22129710316334
GTEX.145LU.1926.SM.79OJN,SKCM(T=470;N=1810),Normal,5.96416756068177
GTEX.145LV.2126.SM.5LU8N,SKCM(T=470;N=1810),Normal,6.14139191617073
GTEX.145ME.1726.SM.5Q5EU,SKCM(T=470;N=1810),Normal,5.84574093261458
GTEX.145ME.1826.SM.5SI9G,SKCM(T=470;N=1810),Normal,5.78135971352466
GTEX.145MF.0626.SM.5LUAI,SKCM(T=470;N=1810),Normal,6.3437631221496
GTEX.145MF.0926.SM.5Q5EA,SKCM(T=470;N=1810),Normal,6.33646192818282
GTEX.145MG.1526.SM.5Q5EM,SKCM(T=470;N=1810),Normal,6.59111089074275
GTEX.145MH.2826.SM.5RQJF,SKCM(T=470;N=1810),Normal,6.06414993912135
GTEX.145MI.0526.SM.5O9A8,SKCM(T=470;N=1810),Normal,5.97865326490861
GTEX.145MI.0626.SM.5SI8S,SKCM(T=470;N=1810),Normal,5.71094415457587
GTEX.145MN.1526.SM.5SI9T,SKCM(T=470;N=1810),Normal,6.59663703410207
GTEX.145MN.2226.SM.5SIAU,SKCM(T=470;N=1810),Normal,6.12701414158281
GTEX.145MO.0326.SM.5Q5B3,SKCM(T=470;N=1810),Normal,5.99684064779537
GTEX.145MO.2826.SM.5LU96,SKCM(T=470;N=1810),Normal,6.15421053058834
GTEX.146FH.0126.SM.5QGPP,SKCM(T=470;N=1810),Normal,5.85897561429202
GTEX.146FQ.0126.SM.5NQA9,SKCM(T=470;N=1810),Normal,6.51001246544851
GTEX.146FQ.2126.SM.5RQHU,SKCM(T=470;N=1810),Normal,6.09444722169991
GTEX.146FR.1326.SM.E9J48,SKCM(T=470;N=1810),Normal,5.5909612413426
GTEX.14753.0426.SM.5NQAM,SKCM(T=470;N=1810),Normal,6.35138098067433
GTEX.14753.0726.SM.5QGQO,SKCM(T=470;N=1810),Normal,6.03099811817189
GTEX.1477Z.0326.SM.7IGLA,SKCM(T=470;N=1810),Normal,5.91480367725178
GTEX.147F3.0526.SM.5SI98,SKCM(T=470;N=1810),Normal,5.66647256884207
GTEX.147F3.1726.SM.5SIAW,SKCM(T=470;N=1810),Normal,5.80012335282653
GTEX.147F4.0226.SM.5QGPW,SKCM(T=470;N=1810),Normal,6.03210084316702
GTEX.147F4.0726.SM.5TDDD,SKCM(T=470;N=1810),Normal,6.20769766865505
GTEX.147GR.0526.SM.5S2MY,SKCM(T=470;N=1810),Normal,5.82781902461732
GTEX.147GR.2426.SM.5ZZWQ,SKCM(T=470;N=1810),Normal,6.39746072605472
GTEX.147JS.0226.SM.5S2U9,SKCM(T=470;N=1810),Normal,5.83592407425437
GTEX.148VI.1626.SM.5SI6E,SKCM(T=470;N=1810),Normal,5.82017896241519
GTEX.148VJ.0126.SM.5TDDN,SKCM(T=470;N=1810),Normal,5.12887075946512
GTEX.148VJ.0626.SM.5LUAW,SKCM(T=470;N=1810),Normal,5.86937792403133
