Depmap ID,Expression 22Q1 Public,Cell Line Name,Primary Disease,Lineage,Lineage Subtype
ACH-000951,6.684257705058931,NCIH2342,Lung Cancer,Lung,NSCLC
ACH-000952,7.488161489938661,MDAPCA2B,Prostate Cancer,Prostate,Prostate Adenocarcinoma
ACH-000953,6.82870773545514,SUPT1,Leukemia,Blood,ALL
ACH-000954,7.9120510126031505,HEC1A,Endometrial/Uterine Cancer,Uterus,Endometrial Adenocarcinoma
ACH-000955,6.838195439259187,SNU407,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-000956,6.7532836164608785,22RV1,Prostate Cancer,Prostate,Prostate Adenocarcinoma
ACH-000957,7.40079406718598,LS180,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-000958,7.002252451731379,SW48,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-000959,7.5935778673445675,SNUC4,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-000960,7.2920454924928615,REH,Leukemia,Blood,ALL
ACH-000961,7.067273006528804,ISHIKAWAHERAKLIO02ER,Endometrial/Uterine Cancer,Uterus,Endometrial Adenocarcinoma
ACH-000962,6.5186924924252,OC314,Ovarian Cancer,Ovary,Ovary Adenocarcinoma
ACH-000963,6.976134472831653,CCK81,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-000964,5.813781191217037,MOLT3,Leukemia,Blood,ALL
ACH-000965,6.979110755015785,RL952,Endometrial/Uterine Cancer,Uterus,Endometrial Adenosquamous
ACH-000966,6.891419186846079,IGROV1,Ovarian Cancer,Ovary,Ovary Adenocarcinoma
ACH-000967,6.3008558712687615,SNUC2A,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-000968,7.929790997718598,COLO792,Skin Cancer,Skin,Melanoma
ACH-000969,7.1279427491863325,KM12,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-000970,6.925762113671918,SNUC5,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-000971,8.01156272689108,HCT116,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-000972,7.1799090900149345,HEC151,Endometrial/Uterine Cancer,Uterus,Endometrial Adenocarcinoma
ACH-000973,7.547588638059655,639V,Bladder Cancer,Urinary Tract,Bladder Carcinoma
ACH-000974,6.9119312123090495,SNGM,Endometrial/Uterine Cancer,Uterus,Endometrial Adenocarcinoma
ACH-000975,5.207111961207714,HCC2450,Lung Cancer,Lung,NSCLC
ACH-000976,6.462543170530418,HUCCT1,Bile Duct Cancer,Bile Duct,Cholangiocarcinoma
ACH-000977,7.288819944090487,LNCAPCLONEFGC,Prostate Cancer,Prostate,Prostate Adenocarcinoma
ACH-000978,6.4087118610294285,EN,Endometrial/Uterine Cancer,Uterus,Endometrial Adenocarcinoma
ACH-000980,7.081723090644876,NCIH1155,Lung Cancer,Lung,NSCLC
ACH-000981,6.496654082593496,DND41,Leukemia,Blood,ALL
ACH-000982,6.498729558581563,GP2D,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-000983,6.824131379386603,KCL22,Leukemia,Blood,CML
ACH-000984,6.7279204545632,HEC6,Endometrial/Uterine Cancer,Uterus,Endometrial Adenocarcinoma
ACH-000985,6.9823091301297735,LS411N,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-000986,7.465974464504068,HT115,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-000987,6.3079748971135245,MEWO,Skin Cancer,Skin,Melanoma
ACH-000988,7.17881421635862,MFE319,Endometrial/Uterine Cancer,Uterus,Endometrial Adenocarcinoma
ACH-000989,6.31124879044183,SNU175,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-000990,5.830103175920036,HEC108,Endometrial/Uterine Cancer,Uterus,Endometrial Adenocarcinoma
ACH-000991,6.2866963645614105,SNU81,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-000993,5.856487779495678,JHUEM7,Endometrial/Uterine Cancer,Uterus,Endometrial Adenocarcinoma
ACH-000994,7.2916772231760225,HEC59,Endometrial/Uterine Cancer,Uterus,Endometrial Adenocarcinoma
ACH-000995,6.221297103163337,JURKAT,Leukemia,Blood,ALL
ACH-000996,6.035623909730722,HEC251,Endometrial/Uterine Cancer,Uterus,Endometrial Adenocarcinoma
ACH-000997,7.605553595494403,HCT15,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-000998,7.723899809679785,CW2,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-000999,6.901108243014513,SNU1040,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-001001,6.912051012603151,143B,Bone Cancer,Bone,Osteosarcoma
ACH-001016,5.495375380944628,BECKER,Brain Cancer,Central Nervous System,Glioma
ACH-001020,6.929790997718598,BT16,Rhabdoid,Soft Tissue,ATRT
ACH-001022,7.174026838169364,CBAGPN,Bone Cancer,Bone,Ewing Sarcoma
ACH-001028,5.853496703702325,CHLA06ATRT,Rhabdoid,Soft Tissue,ATRT
ACH-001029,6.254934118606488,CHLA10,Bone Cancer,Bone,Ewing Sarcoma
ACH-001030,7.894029521309157,CHLA218,Bone Cancer,Bone,Ewing Sarcoma
ACH-001031,6.445594291341183,CHLA266,Rhabdoid,Soft Tissue,ATRT
ACH-001032,6.341096237957642,CHLA32,Bone Cancer,Bone,Ewing Sarcoma
ACH-001033,5.960928667311696,CHLA57,Bone Cancer,Bone,Ewing Sarcoma
ACH-001034,5.821199978056451,CHLA9,Bone Cancer,Bone,Ewing Sarcoma
ACH-001035,6.502394256111262,CHLA99,Bone Cancer,Bone,Ewing Sarcoma
ACH-001036,6.0798047546352585,CMK115,Leukemia,Blood,AML
ACH-001038,5.906409617094015,COGE352,Bone Cancer,Bone,Ewing Sarcoma
ACH-001041,6.403949364232866,COLO699,Lung Cancer,Lung,NSCLC
ACH-001048,7.193377510564362,COV504,Ovarian Cancer,Ovary,Ovary Adenocarcinoma
ACH-001050,5.2894656309582215,CW9019,Sarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001053,5.623515741490549,D425,Brain Cancer,Central Nervous System,Medulloblastoma
ACH-001054,7.09074759506678,D458,Brain Cancer,Central Nervous System,Medulloblastoma
ACH-001057,5.527320607877047,DERL2,Lymphoma,Lymphocyte,Lymphoma Unspecified
ACH-001059,6.508587112089477,DL,Rhabdoid,Soft Tissue,Malignant Rhabdoid Tumor
ACH-001060,7.141391916170728,DL40,Lymphoma,Lymphocyte,Lymphoma Unspecified
ACH-001061,6.307064162255372,DLD1,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-001067,6.165911938935689,F5,Brain Cancer,Central Nervous System,Meningioma
ACH-001068,6.003827078111477,FEPD,Lymphoma,Lymphocyte,Lymphoma Unspecified
ACH-001075,6.4254257345907,NCIH292,Lung Cancer,Lung,NSCLC
ACH-001086,7.247262961377992,HELA,Cervical Cancer,Cervix,Cervical Carcinoma
ACH-001096,7.1382205944705746,JR,Sarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001097,7.625343557572986,KARPAS384,Lymphoma,Lymphocyte,Lymphoma Unspecified
ACH-001098,5.459759466619822,KCIMOH1,Pancreatic Cancer,Pancreas,Exocrine
ACH-001099,6.424250286084049,KD,Rhabdoid,Soft Tissue,Malignant Rhabdoid Tumor
ACH-001100,7.246788093844365,KHYG,Lymphoma,Lymphocyte,Lymphoma Unspecified
ACH-001106,6.890811454817678,KOPN8,Leukemia,Blood,ALL
ACH-001109,6.0916998341368105,KPMRTRY,Rhabdoid,Soft Tissue,Malignant Rhabdoid Tumor
ACH-001111,7.790706885783912,L82,Lymphoma,Lymphocyte,Lymphoma Unspecified
ACH-001113,5.047014819517589,LC1SQSF,Lung Cancer,Lung,NSCLC
ACH-001119,5.024585638278273,MAC2A,Lymphoma,Lymphocyte,Lymphoma Unspecified
ACH-001128,6.556735947914529,MON,Rhabdoid,Soft Tissue,Malignant Rhabdoid Tumor
ACH-001129,6.589763486984978,MONOMAC1,Leukemia,Blood,AML
ACH-001132,4.976821852360684,MTA,Lymphoma,Lymphocyte,Lymphoma Unspecified
ACH-001134,6.488322191140821,MYLA,Lymphoma,Lymphocyte,Lymphoma Unspecified
ACH-001142,6.394376944957055,NHAHTDD,Engineered,Engineered Central Nervous System,
ACH-001145,7.114991613333597,OC316,Ovarian Cancer,Ovary,Ovary Adenocarcinoma
ACH-001147,4.820178962415189,OCILY12,Lymphoma,Lymphocyte,Lymphoma Unspecified
ACH-001148,5.13709360897494,OCILY132,Lymphoma,Lymphocyte,Lymphoma Unspecified
ACH-001151,5.715893370547605,OVCAR5,Ovarian Cancer,Ovary,Ovary Adenocarcinoma
ACH-001163,6.442777659301514,CCLFPEDS0001T,Kidney Cancer,Kidney,Renal Cell Carcinoma
ACH-001164,6.195741293246449,CCLFPEDS0003T,Sarcoma,Soft Tissue,Undifferentiated Sarcoma
ACH-001172,6.41040894985104,U251MGDM,Brain Cancer,Central Nervous System,Glioma
ACH-001183,5.482848283068465,RT11284,Bladder Cancer,Urinary Tract,Bladder Carcinoma
ACH-001184,5.995710628907103,SCMCRM2,Sarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001188,6.0955025176586695,SHSY5Y,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001190,6.921959917326168,SKMEL2,Skin Cancer,Skin,Melanoma
ACH-001192,5.866660750819986,SKNEP1,Bone Cancer,Bone,Ewing Sarcoma
ACH-001193,6.7374163659370625,SKPNDW,Bone Cancer,Bone,Ewing Sarcoma
ACH-001194,5.19416586852982,SKRC31,Kidney Cancer,Kidney,Renal Cell Carcinoma
ACH-001196,6.4671164180081675,SMSCTR,Sarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001197,6.317955218312439,SMZ1,Lymphoma,Lymphocyte,Lymphoma Unspecified
ACH-001200,6.8203066288938246,STM9101,Rhabdoid,Soft Tissue,Malignant Rhabdoid Tumor
ACH-001201,6.3656225561133395,SUMB002,Brain Cancer,Central Nervous System,Medulloblastoma
ACH-001207,6.5464314888056645,TIG3TD,Fibroblast,Fibroblast,Fibroblast Lung
ACH-001210,6.4726502279733475,TTC1240,Rhabdoid,Soft Tissue,Malignant Rhabdoid Tumor
ACH-001211,6.400367145914882,TTC549,Rhabdoid,Soft Tissue,Malignant Rhabdoid Tumor
ACH-001228,6.309248960816616,UPCISCC152,Head and Neck Cancer,Upper Aerodigestive,Upper Aerodigestive Squamous
ACH-001229,5.672708195622218,UPCISCC154,Head and Neck Cancer,Upper Aerodigestive,Upper Aerodigestive Squamous
ACH-001232,5.810700154187216,UW228,Brain Cancer,Central Nervous System,Medulloblastoma
ACH-001239,6.622198278523644,WM2664,Skin Cancer,Skin,Melanoma
ACH-001270,6.3032327852506365,127399,Sarcoma,Soft Tissue,Synovial Sarcoma
ACH-001274,6.137503523749935,SW982,Sarcoma,Soft Tissue,Synovial Sarcoma
ACH-001275,5.980253845988264,SYO1,Sarcoma,Soft Tissue,Synovial Sarcoma
ACH-001277,6.136478518349169,YAMATO,Sarcoma,Soft Tissue,Synovial Sarcoma
ACH-001278,5.667040559022987,BIN67,Ovarian Cancer,Ovary,SCCOHT
ACH-001279,5.229203357886745,SCCOHT1,Ovarian Cancer,Ovary,SCCOHT
ACH-001280,5.757823336207728,SCS214,Sarcoma,Soft Tissue,Synovial Sarcoma
ACH-001283,7.186460940035483,TC106,Bone Cancer,Bone,Ewing Sarcoma
ACH-001289,5.428276414392508,COGAR359,Rhabdoid,Soft Tissue,ATRT
ACH-001295,6.994805976084932,Y79,Eye Cancer,Eye,Retinoblastoma
ACH-001300,6.469723208175808,CHLA15,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001301,7.2918613695852175,COGN278,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001302,7.1599722210161065,COGN305,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001303,7.3196721209469935,NB1643,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001306,6.621758856709733,8305C,Thyroid Cancer,Thyroid,Thyroid Carcinoma
ACH-001307,6.878725341480106,8505C,Thyroid Cancer,Thyroid,Thyroid Carcinoma
ACH-001310,6.247927513443584,HA1E,Engineered,Engineered Kidney,
ACH-001318,6.991861930556323,PLCPRF5,Liver Cancer,Liver,Hepatocellular Carcinoma
ACH-001321,6.3887061692263805,TT,Thyroid Cancer,Thyroid,Thyroid Squamous
ACH-001322,6.2866963645614105,CME1,Sarcoma,Soft Tissue,Synovial Sarcoma
ACH-001328,5.616769366293503,A431,Skin Cancer,Skin,Skin Squamous
ACH-001329,5.927896453728821,ANGMCSS,Brain Cancer,Central Nervous System,Glioma
ACH-001332,7.200849574637212,BICR78,Head and Neck Cancer,Upper Aerodigestive,Upper Aerodigestive Squamous
ACH-001333,6.856985689782205,C33A,Cervical Cancer,Cervix,Cervical Carcinoma
ACH-001334,5.473786911614368,C4I,Cervical Cancer,Cervix,Cervical Carcinoma
ACH-001335,6.741332148787992,C4II,Cervical Cancer,Cervix,Cervical Carcinoma
ACH-001336,6.060912049587874,CASKI,Cervical Cancer,Cervix,Cervical Squamous
ACH-001338,6.778340011285517,CHP134,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001339,6.198886990956932,COLO794,Skin Cancer,Skin,Melanoma
ACH-001340,7.03121873061072,COV413A,Ovarian Cancer,Ovary,Ovary Carcinoma
ACH-001341,6.873690180235722,DOTC24510,Cervical Cancer,Cervix,Cervical Adenocarcinoma
ACH-001344,5.996614714815363,GIMEN,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001345,6.675392543042777,GP5D,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-001346,6.054197294388813,H103,Head and Neck Cancer,Upper Aerodigestive,Upper Aerodigestive Squamous
ACH-001347,5.392317422778762,H157,Head and Neck Cancer,Upper Aerodigestive,Upper Aerodigestive Squamous
ACH-001353,5.612352498752662,JOPACA1,Pancreatic Cancer,Pancreas,Exocrine
ACH-001354,7.045486656359465,LAN2,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001356,6.139142019145689,MB1,Thyroid Cancer,Thyroid,Thyroid Carcinoma
ACH-001360,7.6442889333786965,MS751,Cervical Cancer,Cervix,Cervical Squamous
ACH-001366,6.278170649631172,NGP,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001367,7.986524707977225,NMB,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001368,6.17951105027151,OACM51,Esophageal Cancer,Esophagus,Esophagus Adenocarcinoma
ACH-001369,6.6836964543065145,OCIC5X,Ovarian Cancer,Ovary,Ovary Adenocarcinoma
ACH-001370,5.334496768390418,OCIP5X,Ovarian Cancer,Ovary,Ovary Adenocarcinoma
ACH-001373,7.058424736956434,OV17R,Ovarian Cancer,Ovary,Ovary Adenocarcinoma
ACH-001374,6.9635897199078745,PA1,Ovarian Cancer,Ovary,Mixed Germ Cell
ACH-001375,7.3229196069347475,PACADD119,Pancreatic Cancer,Pancreas,Exocrine
ACH-001376,6.377644358399907,PACADD135,Pancreatic Cancer,Pancreas,Exocrine
ACH-001377,6.842727469292544,PACADD137,Pancreatic Cancer,Pancreas,Exocrine
ACH-001378,6.8157035033480655,PACADD159,Pancreatic Cancer,Pancreas,Exocrine
ACH-001379,6.1409831048784245,PACADD161,Pancreatic Cancer,Pancreas,Exocrine
ACH-001380,6.806324057390028,PACADD165,Pancreatic Cancer,Pancreas,Exocrine
ACH-001382,6.6194130105979365,PACADD188,Pancreatic Cancer,Pancreas,Exocrine
ACH-001384,6.436295119839362,RO82W1,Thyroid Cancer,Thyroid,Thyroid Carcinoma
ACH-001385,5.239168878665448,RPMI2650,Head and Neck Cancer,Upper Aerodigestive,Upper Aerodigestive Squamous
ACH-001386,6.1270141415828085,SCLC22H,Lung Cancer,Lung,SCLC
ACH-001388,2.3045110418099526,SUM102PT,Breast Cancer,Breast,Breast Carcinoma
ACH-001389,6.5479741483205816,SUM1315MO2,Breast Cancer,Breast,Breast Ductal Carcinoma
ACH-001390,7.478243804380113,SUM149PT,Breast Cancer,Breast,Breast Ductal Carcinoma
ACH-001391,5.9073714138235625,SUM159PT,Breast Cancer,Breast,Breast Carcinoma
ACH-001392,6.208673319629471,SUM185PE,Breast Cancer,Breast,Breast Carcinoma
ACH-001394,5.899659026377442,SUM229PE,Breast Cancer,Breast,Breast Carcinoma
ACH-001395,6.0870384567669475,SUM44PE,Breast Cancer,Breast,Breast Carcinoma
ACH-001396,6.933572638261023,SUM52PE,Breast Cancer,Breast,Breast Carcinoma
ACH-001398,6.7688459597533885,SW156,Kidney Cancer,Kidney,Renal Cell Carcinoma
ACH-001399,6.443772392763739,SW626,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-001400,3.4905701304462013,SW954,Cervical Cancer,Cervix,Cervical Squamous
ACH-001401,6.655208697004629,SW13,Adrenal Cancer,Adrenal Cortex,Adrenal Carcinoma
ACH-001402,6.3348542693316325,SW756,Cervical Cancer,Cervix,Cervical Squamous
ACH-001403,6.438459204423482,TO14,Ovarian Cancer,Ovary,Ovary Adenocarcinoma
ACH-001407,6.700855820160289,UMUC13,Bladder Cancer,Urinary Tract,Bladder Carcinoma
ACH-001408,6.359486030311388,UMUC14,Bladder Cancer,Urinary Tract,Bladder Carcinoma
ACH-001409,6.371384613557957,UMUC16,Bladder Cancer,Urinary Tract,Bladder Carcinoma
ACH-001410,6.189824558880018,UMUC4,Bladder Cancer,Urinary Tract,Bladder Carcinoma
ACH-001411,5.425593577653059,UMUC5,Bladder Cancer,Urinary Tract,Bladder Carcinoma
ACH-001412,7.373213179808043,UMUC10,Bladder Cancer,Urinary Tract,Bladder Carcinoma
ACH-001413,6.648896806475254,UMUC11,Bladder Cancer,Urinary Tract,Bladder Carcinoma
ACH-001414,5.89941734867508,UMUC6,Bladder Cancer,Urinary Tract,Bladder Carcinoma
ACH-001415,6.075746538060906,UMUC7,Bladder Cancer,Urinary Tract,Bladder Carcinoma
ACH-001416,5.568336182133748,UMUC9,Bladder Cancer,Urinary Tract,Bladder Carcinoma
ACH-001418,7.078631181233529,UWB1289,Ovarian Cancer,Ovary,Ovary Adenocarcinoma
ACH-001419,7.3656225561133395,VP229,Breast Cancer,Breast,Breast Ductal Carcinoma
ACH-001421,6.316326792057148,WERIRB1,Eye Cancer,Eye,Retinoblastoma
ACH-001422,5.398487190018967,WPE1NA22,Prostate Cancer,Prostate,Prostate Adenocarcinoma
ACH-001430,5.6008049549894725,TC138,Bone Cancer,Bone,Ewing Sarcoma
ACH-001431,6.403778983950306,TC205,Bone Cancer,Bone,Ewing Sarcoma
ACH-001433,5.682854168572234,CCLFPEDS0008T,Sarcoma,Soft Tissue,Epithelioid Sarcoma
ACH-001441,5.610286657081024,921,Eye Cancer,Eye,Uveal Melanoma
ACH-001442,6.400025517914022,A388,Skin Cancer,Epidermoid Carcinoma,Skin Squamous 
ACH-001443,5.609695872862738,ASH3,Thyroid Cancer,Thyroid,Thyroid Carcinoma
ACH-001450,7.043191372276796,BLUE1,Lymphoma,Lymphocyte,Non Hodgkin Lymphoma
ACH-001451,6.060263598738293,BOKU,Cervical Cancer,Cervix,Cervical Squamous
ACH-001453,6.534808661231747,BPH1,Prostate Cancer,Prostate,Prostate Hyperplasia
ACH-001454,6.0806576633452245,C10,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-001456,6.448900951145128,C125PM,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-001458,5.9941271140031285,C75,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-001459,6.417852514885897,C80,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-001460,6.851998837112446,C84,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-001461,6.704180322925827,C99,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-001484,6.363346320975017,CI,Leukemia,Blood,Unspecified Leukemia
ACH-001485,6.154210530588339,CII,Leukemia,Blood,Unspecified Leukemia
ACH-001494,6.569096095262135,EGI1,Bile Duct Cancer,Bile Duct,Cholangiocarcinoma
ACH-001495,7.2019278587335975,EMTOKA,Endometrial/Uterine Cancer,Uterus,Uterine Carcinosarcoma
ACH-001496,6.897603474280541,ESO26,Esophageal Cancer,Esophagus,Esophagus Adenocarcinoma
ACH-001497,5.995936703504587,ESO51,Esophageal Cancer,Esophagus,Esophagus Adenocarcinoma
ACH-001498,5.708739041359579,FARAGE,Lymphoma,Lymphocyte,Non Hodgkin Lymphoma
ACH-001500,5.36667191611176,FLO1,Esophageal Cancer,Esophagus,Esophagus Adenocarcinoma
ACH-001509,5.950701690089008,H357,Head and Neck Cancer,Upper Aerodigestive,Upper Aerodigestive Squamous
ACH-001510,5.932628157022128,H376,Head and Neck Cancer,Upper Aerodigestive,Upper Aerodigestive Squamous
ACH-001511,6.459923362676902,H413,Head and Neck Cancer,Upper Aerodigestive,Upper Aerodigestive Squamous
ACH-001513,5.9107326619029115,HCA1,Cervical Cancer,Cervix,Cervical Adenocarcinoma
ACH-001515,5.5179055535299515,HCS2,Cervical Cancer,Cervix,Cervical Squamous
ACH-001516,6.333065878076355,HCSC1,Cervical Cancer,Cervix,Cervical Carcinoma
ACH-001517,6.854245054220128,HEC1,Endometrial/Uterine Cancer,Uterus,Endometrial Adenocarcinoma
ACH-001518,4.636914580355878,HEC116,Endometrial/Uterine Cancer,Uterus,Endometrial Adenocarcinoma
ACH-001519,5.207502459258789,HEMCSS,Bone Cancer,Bone,Chondrosarcoma
ACH-001520,6.065227622775619,HG3,Leukemia,Blood,Unspecified Leukemia
ACH-001521,7.2918613695852175,HKA1,Skin Cancer,Skin,Skin Squamous
ACH-001522,4.960233671694454,HMY1,Skin Cancer,Skin,Melanoma
ACH-001523,4.714245517666122,HSC1,Skin Cancer,Skin,Skin Squamous
ACH-001524,6.154210530588339,HSC5,Skin Cancer,Skin,Skin Squamous
ACH-001525,5.214901910160696,HT3,Cervical Cancer,Cervix,Cervical Carcinoma
ACH-001526,5.7438919109365685,HUO9,Bone Cancer,Bone,Osteosarcoma
ACH-001528,5.695158678475356,IHH4,Thyroid Cancer,Thyroid,Thyroid Carcinoma
ACH-001529,6.534808661231747,JAR,Endometrial/Uterine Cancer,Uterus,Choriocarcinoma
ACH-001530,6.2259304111710545,JEG3,Endometrial/Uterine Cancer,Uterus,Choriocarcinoma
ACH-001532,6.165309015597156,JMURTK2,Rhabdoid,Kidney,Malignant Rhabdoid Tumor
ACH-001533,5.600507645345786,KARPAS1718,Lymphoma,Lymphocyte,Non Hodgkin Lymphoma
ACH-001536,6.659924558402379,KKU100,Bile Duct Cancer,Bile Duct,Cholangiocarcinoma
ACH-001538,6.6940444130862025,KKU213,Bile Duct Cancer,Bile Duct,Cholangiocarcinoma
ACH-001539,6.9680907520452555,KML1,Lymphoma,Lymphocyte,Non Hodgkin Lymphoma
ACH-001540,5.63575439127776,KMLS1,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001541,6.03342300153745,KMS28PE,Myeloma,Plasma Cell,Multiple Myeloma
ACH-001542,6.218781167784068,KON,Head and Neck Cancer,Upper Aerodigestive,Upper Aerodigestive Squamous
ACH-001543,5.644433152406245,KOSC2,Head and Neck Cancer,Upper Aerodigestive,Upper Aerodigestive Squamous
ACH-001547,6.101818134227409,LO68,Lung Cancer,Lung,Mesothelioma
ACH-001548,6.5985736377829864,LS,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001549,6.566054038171092,LU135,Lung Cancer,Lung,SCLC
ACH-001550,5.1703256944155545,MCC13,Skin Cancer,Skin,Merkel Cell Carcinoma
ACH-001551,5.61706334388818,MCC142,Skin Cancer,Skin,Merkel Cell Carcinoma
ACH-001552,5.512542955096858,MCC26,Skin Cancer,Skin,Merkel Cell Carcinoma
ACH-001554,6.269968200633338,MEL202,Eye Cancer,Eye,Uveal Melanoma
ACH-001555,5.126807703142035,MERO14,Lung Cancer,Lung,Mesothelioma
ACH-001556,5.9169542789532175,MERO25,Lung Cancer,Lung,Mesothelioma
ACH-001557,5.12350066435096,MERO41,Lung Cancer,Lung,Mesothelioma
ACH-001558,5.567423757707283,MERO48A,Lung Cancer,Lung,Mesothelioma
ACH-001559,5.856736756119108,MERO82,Lung Cancer,Lung,Mesothelioma
ACH-001560,5.559185865787734,MERO83,Lung Cancer,Lung,Mesothelioma
ACH-001561,5.599020177391674,MERO84,Lung Cancer,Lung,Mesothelioma
ACH-001562,5.632559052117952,MERO95,Lung Cancer,Lung,Mesothelioma
ACH-001563,5.592756010441026,MM127,Skin Cancer,Skin,Melanoma
ACH-001566,6.5498231649670045,MM370,Skin Cancer,Skin,Melanoma
ACH-001567,5.763411574470007,MM383,Skin Cancer,Skin,Melanoma
ACH-001568,5.806324057390028,MM386,Skin Cancer,Skin,Melanoma
ACH-001569,5.705425039042728,MM415,Skin Cancer,Skin,Melanoma
ACH-001570,5.920293300211007,MM426,Skin Cancer,Skin,Melanoma
ACH-001573,6.277240898332067,MOLM1,Leukemia,Blood,CML
ACH-001574,6.358607249117809,MOLM14,Leukemia,Blood,AML
ACH-001577,5.1969217338203295,MUTZ8,Leukemia,Blood,AML
ACH-001578,5.956056652412403,NCCIT,Embryonal Cancer,Embryo,Embryo Carcinoma
ACH-001603,6.3244506046560724,NH12,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001605,5.638653116466112,NO10,Brain Cancer,Central Nervous System,Glioma
ACH-001607,7.36273287432728,NOZ,Gallbladder Cancer,Bile Duct,Gallbladder Adenocarcinoma
ACH-001608,5.104755986962257,NP2,Brain Cancer,Central Nervous System,Glioma
ACH-001609,5.816087658600206,NP3,Brain Cancer,Central Nervous System,Glioma
ACH-001610,6.043300754364183,NP5,Brain Cancer,Central Nervous System,Glioma
ACH-001611,6.3746917520969255,NP8,Brain Cancer,Central Nervous System,Glioma
ACH-001613,4.850999394716474,OCIAML4,Leukemia,Blood,AML
ACH-001616,5.8718436485093175,OCILY18,Lymphoma,Lymphocyte,Non Hodgkin Lymphoma
ACH-001617,6.2092583936655625,OCILY7,Lymphoma,Lymphocyte,Non Hodgkin Lymphoma
ACH-001618,6.4715126480455,OCIM2,Leukemia,Blood,AML
ACH-001619,7.4049712235891665,OCUG1,Gallbladder Cancer,Bile Duct,Gallbladder Adenocarcinoma
ACH-001622,6.640823344585668,ONDA7,Brain Cancer,Central Nervous System,Glioma
ACH-001623,5.596338864205201,ONDA8,Brain Cancer,Central Nervous System,Glioma
ACH-001624,6.655208697004629,ONDA9,Brain Cancer,Central Nervous System,Glioma
ACH-001625,6.045049740837989,OSC19,Head and Neck Cancer,Upper Aerodigestive,Upper Aerodigestive Squamous
ACH-001626,5.855242251454153,OSC20,Head and Neck Cancer,Upper Aerodigestive,Upper Aerodigestive Squamous
ACH-001627,5.008092420948722,P4E6,Prostate Cancer,Prostate,Prostate Adenocarcinoma
ACH-001628,6.676662334857968,PEA1,Ovarian Cancer,Ovary,Ovary Adenocarcinoma
ACH-001630,7.92795569590277,PEO1,Ovarian Cancer,Ovary,Ovary Adenocarcinoma
ACH-001632,7.753350480643723,PEO4,Ovarian Cancer,Ovary,Ovary Adenocarcinoma
ACH-001634,6.885452345084264,PGA1,Leukemia,Blood,CLL
ACH-001636,6.150356580208341,RAMOS,Lymphoma,Lymphocyte,Non Hodgkin Lymphoma
